@RELATION Parrot

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {love, joy, surprise, anger, sadness, fear}

@DATA
"@MandyyJirouxx MANDY!!!  IT WON'T LET ME VOTE  I WANT HER TO WIN BUT I CAN'T HELP, I AM GONNA JUMP OFF A BRIDGE (KIDDING) BUT THIS SUX",sadness
"@miabatsoy awww...i hope you'd be well na sis....it's so disgusting to be sick  better take the rest that you need...charge up...mwah!",fear
"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It's only been 3 hrs since they got out.",fear
"@tommcfly maybe you could go outside to meet some fans?  im not even from sao paulo, im from rio, but.. idk, just saying :/",fear
"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can't find a karaoke track in a high enough key",fear
"@Rachael_Hodges Yup. Their loss.",joy
"@marcosrivera08 I am very angry at this information Marcos!!!!!!",anger
"@bridgers i have one too",fear
"@CASHRIC I MISS U CEDDY",sadness
"Yay almost home i had to go walking today .....",joy
"I need to get my act together. At the mall again instead of studying",fear
"I want some cookies.",fear
"So bored..need friends",sadness
"@penflare  tell me about it",fear
"Sitting in the tax collectors office.    Getting ready to write a check.",sadness
"One is not supposed to have a headache on a Friday. That's just not right.",joy
"my girlies @VeeVeeBOMBSHELL &amp; @ReeseCromwell r leavin me today  Vanessa, I'll c u when u'r black *I mean back and Reese, I'll c u Sunday",fear
"@MommaSalty Aw, sorry about your cat   No worries about the blankets, I was just wondering, I'm in no rush, take your time!",fear
"Its raning!!! -_- really bad",sadness
"Of course it rains five minutes after i finish watering the flowers. It took me half an hour to water all of them too.",sadness
"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",sadness
"Yum chocolate sorbet! She barely even shared  http://twitpic.com/67azl",fear
"Trying to sell my GM stock",joy
"ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday",sadness
"They gave me a regular coke instead of diet. Really??",surprise
"i so wish i could get pregnant!!",joy
"@doudoubebe There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",anger
"@stephenfry Tinkered with open-source Virtualbox &amp;Win7 yet? Would've loved to have seen you @ Hay. Always unfortunate timing for students",fear
"Last Tonight Show with Jay Leno Tonight!",fear
"No show tonight  No plans. Ughhhh.",sadness
"Off to take a math quiz...on a friday....booo",sadness
"@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!",sadness
"ahhh i think my legs are burnt  they hurt",fear
"Ugh, i hate waiting in airports. I couldn't find a seat near an outlet either.",anger
"nice hair and nowhere to go",joy
"I think I messed up my back, its been like this all day",fear
"I missed the @retrorewind announcement   Something about being flow out for a concert? Can anyone fill me in?",fear
"@ThatKadyGirl every day of my life lately.    i feel ya girl &lt;3",sadness
"Feel so depressed that I couldn't save it... Thanks for nothing!",joy
"Phew long day and i havent gotten to work yet",fear
"i want to see my bud mel  miss hur loads",sadness
"@tommcfly say hi to me, i'm depressed cause i cant see you",fear
"napppinggg, then work 7 - 11",joy
"I wish I could play guitar..... my guitar I got a few christmas`s ago is collecting dust! I need to learn! haha",joy
"traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family",fear
"@jeremyfritsche your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.",fear
"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",fear
"Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.",sadness
"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",fear
"hates not having money  roll on payday!",anger
"I like to explain something complicated to someone and get back a response of &quot;Sounds good!&quot;.  Except when it sounds like &quot;I don't care&quot;",joy
"@snowgirlsungirl I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY FUCK UP, Christ",anger
"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",love
"@Levanah_Gates am also gutted...the end is nigh  x",fear
"@mattdavey2 not happy",sadness
"Can't wait for this weekend...I need a break",love
"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",fear
"nice night, should be golfing",joy
"i feel really sick, and my teeth still hurt.  fml.",fear
"@leslie_pearlman  mow love mow",sadness
"Ummm I'm really f*cking annoyed that my computer won't let me get on facebook. every other site known to man--yes-- facebook-- no",anger
"@emzyjonas im probs gonna have to wait until it comes out on dvd  x",love
"@veronica78 Oh noooo that sucks  Did you reschedule for another show?",sadness
"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!",sadness
"Getting ready for a long weekend of work..friday Saturday and Sunday",fear
"leaving florida want to live there forever! Texan*Girl",joy
"I've come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!",anger
"I wish I was going to see @patmaine @johnmaine @garrettmaine @jaredmaine @kennedymaine today!! I'm sad I dont",sadness
"dammit - I slept in; now I have even less weekend to enjoy  - off to Azeroth bbl!",anger
"BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!",joy
"id be happy thats its friday if i didnt have to work tomorrow  blah",anger
"traveling to L.a to see my grandpa in the hospital...another road block for my family to cross....",sadness
"Photo: novusnovendo: EYECANDY + LIVE = like a STRIPCLUB! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72",joy
"@Dtballa2322 I want to Forgive and Forget this! Please and I dont like him I promise I am going to live without drama for now!So Please",sadness
"@katecameron2002 Oh same here, can't believe they killed him off!  Hate Stringer now!",anger
"HOMELESS afterJune 1st.......",fear
"@Anjeebaby Snap. I'm the same with any reality show. Watch the first and I'm hooked   Very sad",sadness
"sad that school is over gonna miss all my friends and teachers",fear
"We will be changing our name again  Please stay tuned and follow our new page once Ophelia barks up a new name for http://dog-wuh.com thx!",fear
"@Martysixnine  How vile are people, they have to remove things that have a value",fear
"@Vivienne89 i noo  i went to the zoo instead lol!! ru goin out 2night??? xx",joy
"No one is at the tesla dealership",sadness
"Me and my sister is listening to goodbye my almost lover by a fine frenzy. That was me and scarletts song. Makes me sad.",fear
"@CaitiCaitlin I know but unfortunately I'm one of the fifteen bazillions of Americans without health insurance.  awesome",fear
"Good! luck you! I want new shoes  Ly x",fear
"I buy the team Zotz and they decide to roast me.",fear
"@BeansOnToasted NOOOOO I hate traffic",fear
"Stuck at work! Stuck at work! I'm hungry.",sadness
"Damn... Why does it take so long to install SBS2008?!",fear
"Watching Thomas The Train Engine makes me miss George Carlin",sadness
"@bjcash AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!",fear
"@monkeymoosh Happened to me the other day.  Was wearing a necklace that made a white spot on my chest.",fear
"Very annoyed by my braces. Cheek is all cut up and can't eat",fear
"I think I did okay on my Math Test today. I really really really hope I did. If I didn't I swear I will get SO mad at myslef.",anger
"Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.",sadness
"Just fell asleep for 2 &amp; 1/2 hours so missed both chances for first-look Hollyoaks, ugh",fear
"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food.",joy
"@jennifalconer I haven't heard Greg before I'm scared , I've heard he's rather freaky  x",fear
"@cln0103    hope all is ok.",fear
"@punkpolkadots ya i suppose so...wish i cud hv thm bk",fear
"healthy food is NOT helping my hangover",fear
"Aww man. @Wired arrived. How-To Guide-less",fear
"Ooooh Kay! Its time for me to stop twitterin and get going...",joy
"@charmmydoll I will take pics soon :] Also, I would hang out with you everyday if we lived near each other",love
"@KaarinE Me too I need the sudden urge to do it. Missing the Diplomat title",fear
"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend",sadness
"@KMC1121 lol... im going to log off for about an hr lolz b4 I lose more followers  keep the #NOFAKERY movement going!",fear
"Mmm someone come havelunch with me",love
"@minneappler I'm all out of life preservers, sorry   But if it's any consolation, you're in for something really special tomorrow.",fear
"lunch break's over, going back to work....",sadness
"@ZuriEventsLLC aww I wish the same thing...",joy
"@rachaelblogs Good for you Rachel.  I have nowt",fear
"MediaTemple (mt) has awful FTP service",sadness
"@xraquelx No sleepover tonight",joy
"@keylahtia yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck",fear
"@bradleemeredith Awwwww, i'm sorry",fear
"massive headache  going to see terminator tonight!",joy
"@lell I live here and I don't see all these great things",fear
"a bit worried...",fear
"I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.",fear
"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool.",sadness
"@Anjeebaby @aileenwilliams Please don't get me watching BB too",fear
"My 89 year old grandma in Chicago is having emergency surgery today....",fear
"wtf come i need this day to go by",sadness
"Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?",sadness
": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new",sadness
"Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host",joy
"is still pretty depressed about losing her hello kitty necklace",fear
"Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind",sadness
"My son's first tooth came out but he left it at school",surprise
"watching Army Wives and it always makes me cry",sadness
"Symantec Ghost image corruption is making me cry",joy
"I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.",fear
"@capcomms It was BuckFast. Brain just went blank",fear
"@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!",surprise
"Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.",joy
"@thankthatstar i have to tell you that i accidentally screwed up the layout of the lautner_daily community",fear
"is stuck in traffic",sadness
"Grabbing a snack and a drink at chili's, but the power just went out. Before I got my food!",anger
