sentiment,content
fear,im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead
fear,@xsparkage imagine if you really were lost and lost all contact with DT!  that'd be the saddest day of my life haha
sadness,1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!
sadness,Its summer and no one has texted/called me. Im a loner
surprise,@no_surprises no it's not ready
surprise,THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!
joy,Apparently Paige is partying with Rose Jenn and Adam again, without me   My child has such a wild imagination.  ;)
sadness,Killer headache  I want my food to be here!
fear,I am not doing much  all well!
fear,@selenagomez don't leave us
sadness,http://twitpic.com/67x7n - MISS THEM ALREADY
sadness,Sad I missed @tylerhwilliams going away party due to too much work, but I really am gonna miss that kid
sadness,slept in, missed bus, train delayed, doesn't stop at my stop, late for work. fucking heelllll
anger,Hates bleech!! Messed up my black outfit
fear,My back hurts
fear,Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab.
sadness,why must the weather b so nice and then so bad all in 1 minute
anger,i have to poop...  @sleezye89 is hogging the shitter
love,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags)
fear,7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.
sadness,can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.(((
joy,@laurabolger Lol what do you mean? I thought you were going to London for it? xD and it is yea  Xx
surprise,It's a really warm day in Seattle! My reeses chocolate is melting!!!
joy,wishing Ro was feeling better
sadness,ugh gone through 2 new phones and now my screen is black, which means no texting
fear,@OfficialRyChris *waving* you wanna come get Diablo, he barked so much til he made himself sick
fear,Ok.....Twitter is not near as exciting as I thought it would be!
fear,i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  &amp; im bed ridden.]
joy,http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK
sadness,My mouth hurts. Wish I could cut my head off
love,it's sooo warm
sadness,selling my drumset  sad day
joy,today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x
joy,@bztak1020 actually, my friend gave me the files today! lol but those are all CDA files... do u know how to convert them to MP3?
sadness,omg, NO ICECREAM
sadness,@SimpleMia Yes. Need to listen to sad SP-Songs
joy,Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores
sadness,I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong
fear,@LULuwanderlust whatever don't make me feel bad!  ill bring you a surprise
fear,@kericontrary not  you, me, just drank too much.
fear,@iCharlotte My original non-Yahoo acc. was deleted when they got bought-out  But it's not too bad, I don't receive any Yahoo-spam from it.
fear,http://twitpic.com/54khn - I am very sad. They cut down my Pink Tree. I noticed it when I left today to get Betos
sadness,ugh lost the remote  gotta actually move to change channel wtf #twat
fear,dont wanna go to mississppi!!!!!!!! UGH!! texas is my home..... UPSET!!!
fear,bummed about the softball loss 0-1   These girls are so good at only 12!
joy,@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.
sadness,7pm on a Fri night &amp; I'm sitting at home alone...
surprise,@mileycyrus hehe his name was Jack Dawson &amp; he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt;3Him!
sadness,OOUCHHHH I just pinched my own nipple by accident trying to fix my top
fear,@verwon nice .. I can't ever get that from my ex!
sadness,lost some $ at work....nt happy right now    --SLOANSTER--
fear,@jimwtodd I don't know! She never answered me
sadness,Not feelin right. Hope the feeling passes. Stupid stomach.
anger,@PENLDN just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha
fear,i wanna go home
sadness,Is still stuck in the office working!
sadness,Xfiles disc doesn't work.. Rippin
sadness,really sick and tired but my body's resisting rest!
sadness,@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.
fear,@inkyoctopus I always forget SOMETHING when I travel. I am at Newark airport.
fear,Marley crying for more ball throwing....keeps eying me through the door
sadness,UP is the saddest movie i've ever seen
joy,Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi.
fear,Life is over! Just went to get tickets for all time low, sold out  anyone got spares or wanna sell me theirs?
fear,I'm miserable with my boredom.
fear,blehhh i feel poopie. i have a fever and my whole body hurtssss   FML
sadness,@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me
fear,@ddrdiva @laurapasik @that70sgrl I've always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!
sadness,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S
sadness,I think i am getting a cold
fear,@Stace3811 I'm sorry you aren't having a good day.  cheer up though, your day doesn't define you...
fear,Missing my baby ducks
fear,lied last weekend when she said she wouldn't get upset, just an FYI.
fear,in a very stress mood
fear,Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...
fear,@selenagomez  noo Selena i really wanted to see you soo badly im your biggest fan dont make me cry
fear,@starletta8 Oh that's too bad.  Do you just get sick when there's too much heat? I do
sadness,@angelicaaa workies with dad?  aw that sucks working on saturday morning. I'm about to study, when are your exams?
surprise,Ok so Jeff looks like he has a black eye!!
sadness,@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!
fear,Okay haileys really gone now.  everyone keep her in your prayers.
fear,can't school just be done already? it hurts too much... seeing him every day
surprise,@momlogic OMG....that is soooo sad.
fear,WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter
sadness,I'm very upset right now, like I can't even formulate a complete thought....
fear,@charmand3r oh no!  I hope you get on soon! &lt;3 I miss you and I can't wait to see you again.
sadness,@Tracybelle I'd hang with you, but... Tennessee.
fear,im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...
sadness,really ill atm
fear,* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac
sadness,131 miles away
joy,Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though
fear,@BrittneyCash Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml
surprise,Phone went in the toilet   The truth is I'm surprised is hasn't happen sooner!
surprise,OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET
fear,@charlieskies am i too late for a cuppa?
sadness,going to a work people party then going home to visit Grandma. Sadness
joy,@susansediqe soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I'm embarrassd of that a lil LOL
anger,first day of summer sucks!!!! its overcast and cold...  this isn't summer!?!?!?!?
joy,At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. &lt;3333 I miss your faceeee
anger,tell chris to stop making fun of lizzie
fear,Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.
sadness,Poor @IMissBradAndJen 's mom just told her she looked like a hooker.  The skirt wasn't THAT short, and it's 87 degrees out!
joy,@chris_shields06 good job!  I wish i worked in a zoo
fear,Woa NOBODY is inside the movie theater... Its termenator ppl shud be in here... Scary
joy,Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6
fear,grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same
sadness,Boyfriend is out with friends tonight. Don't know what to do with my evening
sadness,about to start my least favourite chore.... mopping the floor
surprise,Went to see UP today - very disappointed - it was sad   Almost made me cry!  I thought it was supposed to be funny.
fear,@vmarinelliRVA Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he's better soon
sadness,poor bretty.  but yay phils
fear,going to look at a bunch of open homes today. just to get a feel for the market. i think i've got a lot of saving to do...
joy,Watching &quot;P.S. I love you&quot;. Eating chinese food. What else is there to do when you're home alone on a Friday night!
fear,Today was good but some people have friday attitudes...not good
sadness,my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???
anger,@DJLisaFoxx Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)
fear,My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn't want to drink.
fear,Gah... why is my Macbook Pro getting so frickin' hot just sitting on the table doing nothing?
anger,Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0
fear,oh no.... please... dont do that to yourself again
sadness,damn...plans were canceled.....another friday night at home
fear,wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...
sadness,just goy back from a day of tests at the hospital. going to start chemo on monday
sadness,cant believe ER is all over
sadness,wants to go see street dreams but it's not playing anywhere near here
fear,@DSTheStar1121	REALLY?? oh.. sorry yall  lol
fear,My saying now  http://bctiny.com/po4me
sadness,There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...
fear,@xx_Megan_xx Thats all i've seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha
fear,Working on a Friday night
